symbol,name,sector,score,signal,trend,momentum,money,value,close,lastDate,ret5,ret20,ret60,rs60,vsSma20,vsSma50,vsSma200,rsi,macdAboveSignal,adx,atrPct,cloud,fromHigh52,volRatio,support1,resistance1,netReal5B,netReal20B,power5,smt5B,liquidityB,eps,pe,sectorPE,peVsSector,entryLow,stop,target1,target2,rr,flags
بایکا,کارخانجات کابلسازی ‌ایران‌,ماشین آلات و دستگاه‌های برقی,36,اجتناب,100,55,20,20,29210,20260919,3.4,19,19.2,-20.6,9.8,18.4,32.9,78.1,true,38.3,3.82,above,-0.4,0.97,25893,,-2.35,-3.98,1.98,-1.6,0.78,523,55.85,,,28095,26422,32555,34785,1.2,نقدشوندگی پایین | اشباع خرید | خروج مستمر پول حقیقی | P/E بالا (56) | آخرین معامله 20260919 (متوقف یا کم‌معامله)
ثشرق,سرمایه گذاری مسکن شمال شرق,انبوه سازی، املاک و مستغلات,35,اجتناب,10,65,47,29,4680,20260922,5.9,0.4,-42.6,-82.5,7.3,-9.9,-58.5,49.8,true,38.1,3.62,below,-72.8,0.82,3853,5613,0.66,-0.1,3.86,-17.65,12.63,238,19.66,6.61,197.5,4511,4341,5613,6306,2.76,
ساربیل,سیمان آرتا اردبیل,سیمان، آهک و گچ,35,اجتناب,35,18,26.5,57,80190,20260922,-9.2,1.2,-16.9,-56.7,-8.6,-3.1,10.2,38.7,false,22.1,4.68,below,-20.9,0.78,78906,83650,3.79,-15.11,0.74,-3.81,4.53,11188,7.17,7.14,0.4,78906,77032,83650,88300,1.1,خروج مستمر پول حقیقی
قجام,فرآوردههای غذایی وقندتربت‌جام‌,قند و شکر,34.7,اجتناب,90,20,2.6,52,13460,20260922,-11.2,-1.2,29.8,-10,-4,8.3,47.8,47.3,false,30.8,4.22,above,-13.3,0.7,13160,14110,0,-0.3,0.9,-0.75,2.66,2650,5.08,,,13160,12876,14110,14580,1.11,نقدشوندگی پایین
تپمپی,پمپ‌ سازی‌ ایران‌,ماشین آلات و تجهیزات,34.2,اجتناب,90,53,0.5,26,7010,20260922,-6.9,4.5,30.1,-9.8,-1,13.6,62.9,53.4,false,52,3.71,above,-11.3,0.97,6545,7135,-3.58,-13.32,0.57,-3.6,2.21,787,8.91,5.15,73,6750,6415,7135,7900,0.21,نقدشوندگی پایین | واگرایی منفی RSI | خروج مستمر پول حقیقی
بپاس,بیمه پاسارگاد,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,34,اجتناب,80,45,0,4,12710,20260922,0.9,1.5,69,29.2,2,12.9,79.3,81.4,false,32.3,2.14,above,-1.2,0.98,12015,12860,-51.5,-185.51,0.39,-38.69,15.22,484,26.26,18.13,44.8,12439,12031,12860,13403,0.22,اشباع خرید | خروج مستمر پول حقیقی
خودرو,ایران‌ خودرو,خودرو و ساخت قطعات,33.8,اجتناب,90,20,1,10,667,20260922,-11.7,-2.2,16,-23.8,-7.8,5.6,22.3,43.6,false,31.8,4.12,above,-15.1,0.7,655,674,-391.8,-876.48,0.42,-958.55,657.4,,,,,655,641,674,730,0.27,واگرایی منفی RSI | خروج مستمر پول حقیقی | بدون EPS مثبت
قثابت,قند ثابت‌ خراسان‌,قند و شکر,33.6,اجتناب,41,8,64.7,14,3720,20260922,-12.1,-9.5,16.4,-23.4,-7,-3.4,49.1,39.6,false,32.9,4.29,inside,-16.8,0.71,3465,3990,0.11,8.15,1.11,2.81,12.03,150,24.8,9.8,153.1,3560,3385,3990,4100,0.81,واگرایی منفی RSI
زگلدشت,کشت و دام گلدشت نمونه اصفهان,زراعت و خدمات وابسته,33.5,اجتناب,50,20,1,57,9790,20260922,-10.4,-3.6,26,-13.9,-7,-0.6,60.2,40.2,false,28.6,4.37,above,-13.6,1.03,9560,10720,-24.39,-36.68,0.36,-28.81,16.35,1225,7.99,8.07,-1,9560,9346,10720,10910,2.1,خروج مستمر پول حقیقی
خبنیان,بنیان دیزل,خودرو و ساخت قطعات,33.4,اجتناب,45,30,15.5,40,1674,20260922,-12.4,0.1,5.2,-34.6,-7.6,5,-2.3,43.3,false,35.5,4.18,above,-31.8,0.8,1543,1732,-0.13,10.94,0.66,-10.91,13.38,10,167.4,,,1604,1508,1732,1816,0.35,P/E بالا (167)
انرژی,بورس انرژی ایران,فعالیتهای کمکی به نهادهای مالی واسط,33.3,اجتناب,70,40,3,14,22590,20260922,-8.8,-5.4,43.3,3.5,-7.7,6.2,59.8,45.3,false,37.3,4.3,above,-13.4,0.61,20135,23535,-20.11,-146.9,0.65,-83.77,118.28,522,43.28,5.92,631,21620,20164,23535,25950,0.39,خروج مستمر پول حقیقی | P/E بالا (43)
سیلام,سیمان‌ ایلام‌,سیمان، آهک و گچ,33.2,اجتناب,70,45,3.8,9,21680,20260922,-3.3,1.3,20.4,-19.4,-2,12.8,37,54.9,false,27.2,4.06,above,-7.3,0.6,20810,23320,-2.65,-10.26,0.95,-3.78,8.11,1179,18.39,7.14,157.5,20810,20370,23320,25079,1.25,خروج مستمر پول حقیقی
میهن,بیمه میهن,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,33.1,اجتناب,60,30,26.5,10,2372,20260922,-11.9,8.4,1.5,-38.4,-8,4.5,3.4,42.3,false,33.7,4.29,above,-22,0.6,2331,2401,-4.23,49.99,0.31,-35.24,22.63,,,18.13,,2331,2280,2401,2442,0.31,بدون EPS مثبت
لابسا,آبسال‌,ماشین آلات و تجهیزات,33.1,اجتناب,70,35,4.4,16,5190,20260922,-3.7,-2.6,23.6,-16.2,-1.7,9.2,33.4,50.5,false,21.6,3.87,above,-9.1,1.11,4920,5500,-0.71,-0.98,0.9,-3.26,3.5,484,10.72,5.15,108.2,4989,4820,5500,5705,0.84,
قاسم,قاسم ایران,خرده فروشی،باستثنای وسایل نقلیه موتوری,33,اجتناب,55,8,2.5,57,2074,20260922,-12.4,-5,9.1,-30.7,-10.3,-1.7,71.9,38.5,false,24,4.28,above,-15.9,0.86,2025,2132,-0.13,-21.49,0.66,-12.01,16.85,345,6.01,6.17,-2.6,2025,1981,2132,2219,0.62,خروج مستمر پول حقیقی
میدکو,توسعه معادن وص.معدنی خاورمیانه,فلزات اساسی,32.9,اجتناب,41,20,52.5,14,6410,20260922,-6.4,-7.9,-2.6,-42.4,-6.9,-1.5,17.3,41.7,false,14.6,3.76,inside,-15.5,0.67,6230,6610,169.73,1143.09,0.57,-19.32,211.67,93,68.92,13.48,411.3,6230,6109,6610,6778,0.67,واگرایی منفی RSI | بدون روند (ADX پایین) | P/E بالا (69)
پارتا,مجتمع صنعتی آرتاویل تایر,لاستیک و پلاستیک,32.4,اجتناب,100,50,0.5,9,19610,20260922,-1.3,26.9,67,27.2,6.4,34.4,93,76.3,false,53.9,2.94,above,-4,0.67,17810,20430,-6.31,-7.8,0.5,-4.09,2.04,985,19.91,9.84,102.3,19033,18457,20430,21583,0.71,نقدشوندگی پایین | واگرایی منفی RSI | خروج مستمر پول حقیقی
وسالت,بانک قرض الحسنه رسالت,بانکها و موسسات اعتباری,32,اجتناب,65,30,16,10,3880,20260922,-8.1,8.7,-3.7,-43.5,-2.2,5.6,-5.9,47.7,false,41.7,2.49,above,-45.9,0.67,3751,3980,-6.63,0.07,0.51,-5.79,4.27,,,,,3783,3703,3980,4214,0.57,بدون EPS مثبت
سدشت,صنایع سیمان دشتستان,سیمان، آهک و گچ,32,اجتناب,90,30,17,19,42330,20260922,-12.2,13,0.4,-39.4,-2.4,10.7,37.1,49.9,false,31.4,4.07,above,-14.7,0.59,40040,46300,-2.03,0.48,0.33,-3.36,2.07,2835,14.93,7.14,109.1,40608,39179,46300,49630,1.26,نقدشوندگی پایین
سکارون,سیمان کارون,سیمان، آهک و گچ,31.9,اجتناب,39,55,46.7,30,5120,20260922,1,3.2,15,-24.8,-0.4,-2.2,30.7,50.4,false,13.7,4.11,inside,-13.4,0.95,4990,5405,1.8,2.61,0.95,-0.28,2.9,243,21.07,,,4990,4885,5405,5525,1.21,نقدشوندگی پایین | واگرایی منفی RSI | بدون روند (ADX پایین)
سفارس,سیمان فارس و خوزستان,سیمان، آهک و گچ,31.9,اجتناب,50,8,4,57,25900,20260922,-8.2,-8.2,6.2,-33.6,-9.1,-0.6,38.6,38.4,false,27.3,4.31,above,-16.2,0.79,23461,26675,-2.64,-49.94,0.42,-82.93,87.8,3912,6.62,7.14,-7.3,24785,23111,26675,27370,0.28,واگرایی منفی RSI
وهنر,گروه توسعه هنر ایران,فعالیت های هنری، سرگرمی و خلاقانه,31.5,اجتناب,65,45,2,10,4430,20260922,-7.7,7,29.1,-10.7,-2,13.2,-30,52.3,false,35.7,3.96,above,-55.3,0.9,4260,4850,-6.76,-21.7,0.74,-6.18,4.32,,,,,4260,4172,4850,4980,1.63,واگرایی منفی RSI | خروج مستمر پول حقیقی | بدون EPS مثبت
کساپا,سایپاشیشه‌,سایر محصولات کانی غیرفلزی,31.5,اجتناب,70,20,16,10,3490,20260922,-12.1,-2.2,5.7,-34.2,-5.2,4.1,20.9,44.9,false,30,3.82,above,-12.5,0.49,3402,3790,0,0.51,0.49,-6.55,5.66,,,12.75,,3402,3335,3790,4008,1.94,واگرایی منفی RSI | بدون EPS مثبت
تکنو,تکنوتار,ماشین آلات و تجهیزات,31.3,اجتناب,25,37,41.5,24,4120,20260922,-7.2,-17.6,-22.6,-62.4,-9.2,-32.7,22.2,24.2,true,57.3,4.5,below,-55.2,0.43,2511,4300,4,4.28,0.44,-19.56,40.17,154,26.75,5.15,419.5,3935,3749,4300,4382,0.49,
ثنوسا,نوسازی‌وساختمان‌تهران‌,انبوه سازی، املاک و مستغلات,31.1,اجتناب,65,8,26,14,8550,20260922,-12.9,-4.6,20.3,-19.6,-10.9,2.8,27.4,38.9,false,37.4,4.09,above,-20.5,0.66,7980,9040,0.89,-3.31,0.44,-12.49,8.98,62,137.9,6.61,1986.3,8200,7805,9040,9380,0.66,واگرایی منفی RSI | P/E بالا (138)
غگرجی,بیسکویت‌  گرجی‌,محصولات غذایی و آشامیدنی به جز قند و شکر,31,اجتناب,50,28,27.5,14,3670,20260922,-9.2,-20.4,61.8,22,-12.4,-1.1,74,36.6,false,40.1,4.23,above,-22.1,0.7,2782,4080,0.5,-1.29,0.79,-1.92,5.42,45,81.56,8.53,856.1,3515,3360,4080,4710,1.32,P/E بالا (82)
سغرب,سیمان‌غرب‌,سیمان، آهک و گچ,30.8,اجتناب,41,20,1,57,7860,20260922,-7.2,-3.1,-11.2,-51,-5.8,-0.1,9.7,41,false,22.9,4.05,inside,-22,0.72,7490,7957,-4.59,-3.91,0.57,-15.64,9.11,1220,6.44,7.14,-9.8,7542,7331,7957,8318,0.18,
فکمند,گسترش قطعه سازی کمند,ساخت محصولات فلزی,30.8,اجتناب,65,45,39.2,10,12340,20260922,-1.1,4.6,1.1,-38.7,-0.1,10.9,-13.9,55.5,false,22.2,4.08,above,-53,0.97,11635,12570,0,0.19,1.17,1.64,2.94,,,,,11837,11383,12570,12835,0.24,نقدشوندگی پایین | واگرایی منفی RSI | بدون EPS مثبت
حآسا,آسیا سیر ارس,حمل ونقل، انبارداری و ارتباطات,30.5,اجتناب,70,30,0,14,4280,20260922,-10.8,7,28.1,-11.7,-6.8,4.4,27.6,44.2,false,33.9,4.02,above,-14.7,0.64,4011,5020,-3.64,-1.95,0.41,-7.33,5.16,152,28.16,7.68,266.6,4108,3925,5020,5364,2.09,
اخشان,اخشان خراسان,زراعت و خدمات وابسته,30.5,اجتناب,70,20,36,26,16500,20260922,-9,-8.5,28.8,-11,-5.8,2.3,44.3,45.4,false,22.6,4.04,above,-12.8,0.68,16091,16765,-3.1,-12.26,3.43,1.37,2.64,1452,11.36,8.07,40.8,16091,15758,16765,18914,0.36,نقدشوندگی پایین | خروج مستمر پول حقیقی
وحافظ,بیمه حافظ,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,30.4,اجتناب,13,45,18,52,2244,20260922,-7.3,-2.8,-7.2,-47,-2.7,-4.2,-13.2,43.9,true,14.5,4.4,below,-36,0.79,2171,2335,-0.34,3.5,0.86,-6.66,8.54,199,11.28,,,2171,2122,2335,2446,0.74,بدون روند (ADX پایین)
دشیمی,شیمی‌ داروئی‌ داروپخش‌,مواد و محصولات دارویی,30,اجتناب,65,28,0.5,19,40900,20260922,-13.1,-13.1,96.6,56.7,-14,6.5,85.9,38.5,false,55,4.06,above,-22.3,0.74,23770,46380,-11.53,-91.22,0.34,-26.1,18.29,2096,19.51,12.91,51.1,39238,37576,46380,51120,1.65,واگرایی منفی RSI | خروج مستمر پول حقیقی
سپ,پرداخت الکترونیک سامان کیش,رایانه و فعالیت‌های وابسته به آن,29.6,اجتناب,90,45,2.6,12,13620,20260922,-5.9,2.2,28.5,-11.3,-2.6,12.4,13.8,53.8,false,46.4,4.02,above,-7.7,0.44,13291,14015,-0.65,-1.41,0.88,-0.84,0.85,662,20.57,18.19,13.1,13291,13017,14015,14348,0.66,نقدشوندگی پایین | واگرایی منفی RSI | خروج مستمر پول حقیقی
غالبر,لبنیات‌ کالبر,محصولات غذایی و آشامیدنی به جز قند و شکر,29.3,اجتناب,56,30,16,10,29370,20260922,-8.6,3.1,-11,-50.8,-2.4,5.5,-16.2,47.4,false,24.4,4.05,inside,-45.2,0.69,28870,30287,-0.41,3.75,0.75,-13.58,17.62,,,8.53,,28870,28276,30287,31325,0.84,بدون EPS مثبت
ولقمان,گروه سرمایه گذاری لقمان,سرمایه گذاریها,29.3,اجتناب,100,15,0,25,3530,20260922,-1.4,12.9,24.7,-15.1,4.2,18.8,52.2,85.1,false,68.7,1.57,above,-2.5,0.89,3230,3620,-1.31,-2.6,0.44,-0.94,0.28,243,14.53,,,3475,3419,3620,3731,0.81,نقدشوندگی پایین | اشباع خرید | خروج مستمر پول حقیقی
غگل,گلوکوزان‌,محصولات غذایی و آشامیدنی به جز قند و شکر,28.8,اجتناب,41,20,3,47,6460,20260922,-11.5,-10,-8.2,-48,-6.1,-2.4,33.5,40.8,false,18.1,3.83,inside,-13.6,0.46,6240,6633,-2.55,-3.66,0.39,-14.1,15.71,706,9.15,8.53,7.3,6240,6116,6633,6889,0.5,واگرایی منفی RSI
وسکاب,س.ص.بازنشستگی کارکنان بانکها,سرمایه گذاریها,28.8,اجتناب,41,8,2.5,57,3080,20260922,-9.4,-17.4,12.7,-27.1,-9.5,-5.7,42.8,36.4,false,22.5,4.3,inside,-21.4,0.87,2967,3250,-8.45,-46.87,0.35,-22.97,18.71,437,7.05,7.13,-1.1,2967,2901,3250,3500,0.95,خروج مستمر پول حقیقی
تاتمس,کارخانجات صنعتی وتولیدی اتمسفر,ماشین آلات و تجهیزات,28.6,اجتناب,90,20,0.5,30,13210,20260922,-9.3,-5.7,-4.7,-44.5,-5.8,1.5,20.7,43.5,false,32.2,3.6,above,-12.9,0.76,13040,13560,0,-5.58,0.38,-0.16,0.51,248,53.27,,,13040,12803,13560,14555,0.86,نقدشوندگی پایین | واگرایی منفی RSI | خروج مستمر پول حقیقی | P/E بالا (53)
قهکمت,قندهکمتان‌,قند و شکر,28.5,اجتناب,70,28,0.5,47,9820,20260922,-8.4,-2.1,36.2,-3.7,-6.5,7.4,61.1,46,false,33.1,4.24,above,-14.5,0.88,9650,11480,-6.37,-18.28,0.74,-6.33,2.55,1018,9.65,9.8,-1.6,9650,9442,11480,12313,4.39,نقدشوندگی پایین | واگرایی منفی RSI | خروج مستمر پول حقیقی
سنیر,سیمان‌ سفید نی‌ریز,سیمان، آهک و گچ,28.4,اجتناب,41,8,1,57,6460,20260922,-10.9,-7.4,-6,-45.8,-8,-3.4,47.1,37,false,19.2,4.52,inside,-17,0.68,5480,7380,-7.35,-15.59,0.46,-17.94,10.97,963,6.71,7.14,-6,6168,5876,7380,7550,1.58,واگرایی منفی RSI | خروج مستمر پول حقیقی
وهور,گروه س.انرژی امید  تابان هور,عرضه برق، گاز، بخاروآب گرم,28.4,اجتناب,50,8,0,47,2319,20260922,-10.4,-16.8,13.2,-26.6,-9.3,-0.1,28.8,39.6,false,27.1,4.02,above,-19.7,0.44,2281,2412,-17.06,-209.46,0.41,-32.85,44.48,230,10.08,10.04,0.4,2281,2234,2412,2484,1.09,خروج مستمر پول حقیقی
افرا,افرانت,رایانه و فعالیت‌های وابسته به آن,27.8,اجتناب,25,12,42.5,29,8810,20260922,-11.3,-30.6,-29.4,-69.2,-15,-20.4,28.1,26.3,false,29.3,4.45,below,-36.7,0.54,6348,10020,0.71,3.81,0.55,-45.68,45.49,605,14.56,8.89,63.8,8418,8026,10020,10240,1.54,
ثزاگرس,سرمایه گذاری توسعه عمران زاگرس,انبوه سازی، املاک و مستغلات,26.4,اجتناب,5,55,15.5,40,107400,20260922,-9.4,1.6,-31.8,-71.6,-3.2,-11.2,-28.3,41,true,25.1,4.26,below,-50.8,0.56,103300,111885,0,0.03,0.71,-5.53,7.89,123,873.17,,,103300,101013,111885,118650,0.7,P/E بالا (873)
وارس,سرمایه گذاری ارس صبا,سرمایه گذاریها,26.2,اجتناب,31,8,1,60,14660,20260922,-13.1,-12.7,16.7,-23.1,-6.5,-8.6,41.2,37.6,false,24.3,4.25,inside,-24.4,0.87,14353,15040,-22.9,-24.85,0.35,-22.41,9.92,3770,3.89,,,14353,14042,15040,17150,0.61,خروج مستمر پول حقیقی
کایتا,ایتالران‌,سایر محصولات کانی غیرفلزی,25.8,اجتناب,65,30,31.2,10,15710,20260922,-5.6,4.2,12.5,-27.4,-1.9,5.9,-15.4,49.5,false,36.9,4.17,above,-56.4,0.37,15475,16170,0,1.24,1.03,-0.03,1.02,,,,,15475,15147,16170,16450,0.82,نقدشوندگی پایین | بدون EPS مثبت
چفیبر,تولید فیبر ایران‌,محصولات چوبی,25.6,اجتناب,50,8,1,35,6660,20260922,-13.2,-11.7,6.7,-33.1,-13.6,-1.9,29.1,35.1,false,38.2,4.37,above,-22,0.33,5990,7560,-2.95,-0.12,0.23,-9.02,8,224,29.73,28.93,2.8,6369,5933,7560,8540,1.24,
وایران,لیزینگ ایرانیان,سایر واسطه گریهای مالی,25.2,اجتناب,25,8,40.5,24,4730,20260922,-10.8,-8.3,-1,-40.9,-13.7,-0.3,-31.1,33.5,false,37.6,4.47,above,-64.1,0.75,4400,5099,0.14,0.61,0.56,-12.07,9.2,200,23.65,9.94,137.9,4519,4294,5099,5957,0.85,
ناما,تولیدی مخازن گازطبیعی آسیاناما,خودرو و ساخت قطعات,25,اجتناب,41,8,0.5,44,3940,20260922,-12.2,-11.3,9.6,-30.2,-9.5,-5,14.5,38.4,false,18.4,4.59,inside,-17.7,0.6,3781,4010,-6.82,-15.41,0.25,-19.83,10.22,583,6.76,5.87,15.1,3781,3691,4010,4105,0.28,خروج مستمر پول حقیقی
رانفور,خدمات‌انفورماتیک‌,رایانه و فعالیت‌های وابسته به آن,24.7,اجتناب,36,18,27,14,4970,20260922,-8.6,0.4,8.6,-31.2,-6.5,-8,28.8,38.3,false,17.7,4.33,inside,-16.5,0.64,4890,5080,-0.6,71.6,0.63,-11.33,11.85,154,32.27,18.19,77.4,4890,4783,5080,5275,0.59,P/E بالا (32)
تکشا,گسترش‌صنایع‌وخدمات‌کشاورزی‌,ماشین آلات و تجهیزات,23.5,اجتناب,40,8,15.5,24,9270,20260922,-9.7,-0.1,-28.6,-68.5,-6.5,-2.1,9.6,38.9,false,21.7,4.46,below,-37.6,0.54,9010,9390,-0.57,4.25,0.47,-14.87,10.86,310,29.9,5.15,480.6,9010,8803,9390,9565,0.26,
غگز,صنایع غذایی سکه,محصولات غذایی و آشامیدنی به جز قند و شکر,23.4,اجتناب,15,43,17,24,3190,20260922,-11.1,4.9,-40.4,-80.2,-7.1,-19.8,-2,32,true,26.7,4.41,below,-48.5,0.36,3080,3371,-0.83,2.4,0.29,-46.33,44.89,81,39.38,7.05,458.6,3080,3010,3371,3920,1,P/E بالا (39)
قتربت,قند تربت حیدریه,قند و شکر,23.3,اجتناب,20,12,15.5,44,8480,20260922,-13.1,-18.1,-2.1,-41.9,-15.9,-14.2,,26.9,false,30.5,4.68,below,-27.3,0.6,8330,8890,-5.79,1.67,0.37,-14.86,10.19,775,10.94,9.57,14.3,8330,8132,8890,9645,1.18,
آپ,آسان پرداخت پرشین,رایانه و فعالیت‌های وابسته به آن,22.1,اجتناب,35,8,26,14,10770,20260922,-9.2,-8.9,7.8,-32,-8.1,-4.2,0.8,38.3,false,18,4.39,below,-17.2,0.51,10613,10914,-3.8,28.2,0.62,-8.21,7.65,86,125.23,18.19,588.5,10613,10377,10914,11408,0.37,P/E بالا (125)
پاریز,پاریز شرق,انبوه سازی، املاک و مستغلات,21.5,اجتناب,20,12,28.5,24,36950,20260922,-14.1,-25.1,24.4,-15.4,-18.3,-16.6,,25.7,false,32.7,4.37,,-28.9,0.48,35463,38383,1.86,-53.92,0.61,-4.31,20.56,823,44.9,23.59,90.3,35463,34655,38383,41413,0.62,خروج مستمر پول حقیقی | P/E بالا (45)
وثخوز,سرمایه گذاری و توسعه خوزستان,انبوه سازی، املاک و مستغلات,19.9,اجتناب,24,20,65,10,5090,20260922,-3,-5.7,-10.7,-50.5,-4.4,-2.1,-4.7,43.8,false,16.1,4.58,inside,-38.3,0.72,4935,5194,0.6,1.07,1.12,0.77,2.85,,,,,4935,4818,5194,5450,0.38,نقدشوندگی پایین | بدون EPS مثبت
حپترو,حمل و نقل پتروشیمی( سهامی عام,حمل ونقل، انبارداری و ارتباطات,19.6,اجتناب,70,20,4.5,14,16720,20260922,-9.5,-0.7,18.3,-21.5,-6.8,8.3,16.4,44.2,false,38.3,4.25,above,-15.3,0.34,16350,17255,0,-8.08,0.96,-0.76,2.45,623,26.84,19.33,38.8,16350,15995,17255,18020,0.74,نقدشوندگی پایین | واگرایی منفی RSI | خروج مستمر پول حقیقی
سلار,شرکت سیمان لارستان,سیمان، آهک و گچ,19.3,اجتناب,50,8,20.7,30,2830,20260922,-11.6,-9,24.5,-15.3,-13,-0.8,28.4,36,false,34,3.98,above,-20.5,1.44,2749,3010,0,-0.12,1.03,0.59,2.16,114,24.82,,,2749,2693,3010,3250,1.31,نقدشوندگی پایین | واگرایی منفی RSI
ثامان,سامان‌ گستراصفهان‌,انبوه سازی، املاک و مستغلات,18.5,اجتناب,16,32,0,29,29820,20260922,-13.6,-20.2,54.9,15.1,-19.3,-12.2,-28.1,27.5,false,42.1,4.39,inside,-61.2,0.33,20550,36485,-3.01,-12.54,0.19,-37.52,32.5,1764,16.9,6.61,155.7,28512,27204,36485,38474,2.55,واگرایی منفی RSI
دانا,بیمه دانا,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,17.6,اجتناب,45,8,0,10,2191,20260922,-11.7,-2.8,-3.7,-43.5,-9.2,0,-7.5,36.9,false,29.9,4.47,above,-31.7,0.88,2148,2238,-4.49,-19.54,0.47,-9.95,4.96,,,4.59,,2148,2099,2238,2328,0.51,واگرایی منفی RSI | خروج مستمر پول حقیقی | بدون EPS مثبت
پلاست,کارخانجات تولیدی پلاستیران,لاستیک و پلاستیک,16.2,اجتناب,25,12,1,24,1908,20260922,-12.5,-15.2,-35.2,-75,-11.1,-25.3,14.8,25.2,false,38.8,4.42,below,-48.2,0.36,1634,2012,-0.27,-7.01,0.35,-50.74,49.95,93,20.52,9.84,108.5,1824,1739,2012,2150,0.62,
خلیبل,مالیبل سایپا,خودرو و ساخت قطعات,16.1,اجتناب,50,20,18.4,10,1698,20260922,-7.8,-5.8,3.3,-36.5,-8.9,-2.8,6.8,40.3,false,27.3,4.42,above,-16.4,0.51,1681,1757,0,0.04,0.94,-0.6,0.67,,,,,1681,1644,1757,1801,1.08,نقدشوندگی پایین | بدون EPS مثبت
تاپکیش,تجارت الکترونیک پارسیان کیش,رایانه و فعالیت‌های وابسته به آن,15.2,اجتناب,25,18,2.4,14,2490,20260922,-1.8,-12.6,22.3,-17.5,-5.7,-9.5,46,39.4,false,20.2,4.29,below,-24.9,1.23,2413,2689,-5.14,-3.66,0.84,-12.77,10.7,96,25.94,8.89,191.8,2413,2360,2689,2856,1.53,
نبروج,نساجی بروجرد,منسوجات,15,اجتناب,55,55,0,10,19520,20260914,4.1,-3.1,-11.9,-51.7,2.3,-8.8,11.8,45.3,true,48.7,1.25,below,-24.3,0.56,18380,22188,0,0,,0,0.37,,,,,19276,19033,22188,22725,5.48,نقدشوندگی پایین | بدون EPS مثبت | آخرین معامله 20260914 (متوقف یا کم‌معامله)
ثنظام,س. ساختمانی نظام مهندسی ایران,انبوه سازی، املاک و مستغلات,13,اجتناب,25,12,42.5,10,67320,20260922,-9.7,-8.1,6.9,-33,-11.2,-13.2,16.7,26.4,false,32.4,4.52,below,-19.4,0.25,66150,68150,0.11,1.05,0.8,-0.39,1.63,,,,,66150,64627,68150,70380,0.31,نقدشوندگی پایین | بدون EPS مثبت
