symbol,name,sector,score,signal,trend,momentum,money,value,close,lastDate,ret5,ret20,ret60,rs60,vsSma20,vsSma50,vsSma200,rsi,macdAboveSignal,adx,atrPct,cloud,fromHigh52,volRatio,support1,resistance1,netReal5B,netReal20B,power5,smt5B,liquidityB,eps,pe,sectorPE,peVsSector,entryLow,stop,target1,target2,rr,flags
گکیش,توریستی ورفاهی آبادگران کیش,هتل و رستوران,65.4,زیر نظر,100,90,89.5,20,9740,20260922,-1.5,2.5,44.5,4.7,3.8,11,32.7,58.8,true,35.9,4.3,above,-7.1,1.13,9029,9870,2.63,5.47,2.99,2.77,1.55,60,162.33,,,9321,8819,9870,10280,0.14,نقدشوندگی پایین | P/E بالا (162)
ونیرو,سرمایه‌گذاری‌نیرو,عرضه برق، گاز، بخاروآب گرم,65.3,زیر نظر,90,90,1,80,3780,20260922,-4.3,41.9,57.4,17.6,9.4,26.5,2.8,69.6,true,45,3.25,above,-37.7,1.3,3667,3868,-67.03,-64.05,0.64,-86.09,39.52,599,6.31,7.09,-11,3667,3606,3868,3931,0.5,خروج مستمر پول حقیقی
دارو,کارخانجات‌داروپخش‌,مواد و محصولات دارویی,65.1,زیر نظر,85,65,46.5,60,8090,20260922,-1,-8.8,111.4,71.6,-1.8,7.1,124.6,52.6,false,38.8,4.06,above,-13.9,0.7,7790,8850,20.03,-115.12,2.07,-9,79.37,841,9.62,12.91,-25.5,7790,7626,8850,9400,1.64,خروج مستمر پول حقیقی
فسپا,گروه‌صنعتی‌سپاهان‌,فلزات اساسی,65,زیر نظر,100,60,20,72,8010,20260922,3.2,36.2,168.5,128.6,16.1,48.5,179,83.9,true,75.7,3.08,above,-3.4,1.91,6130,,-67.36,-85.89,1.08,-124.86,51.56,1216,6.59,13.48,-51.1,7764,7517,8749,9242,1.5,اشباع خرید | فاصله زیاد از MA20 | خروج مستمر پول حقیقی
وبانک,سرمایه گذاری گروه توسعه ملی,شرکتهای چند رشته ای صنعتی,65,زیر نظر,100,65,16,72,11510,20260922,-4.7,27.9,40.9,1.1,2.6,20.7,61,61.9,false,56.8,3.96,above,-8.6,0.79,9270,12545,-71.71,133.72,0.7,-140.44,162.52,2109,5.46,10.88,-49.8,11055,10599,12545,13456,1.14,واگرایی منفی RSI
فنورد,نوردوقطعات‌ فولادی‌,فلزات اساسی,64.9,زیر نظر,90,65,17.5,82,11690,20260922,-10.1,14.4,73.1,33.2,-0.8,24,123.1,58.4,false,68.6,4.17,above,-12.8,0.62,10800,13400,-4,22.56,0.51,-34.7,25.89,1550,7.54,13.48,-44.1,11203,10556,13400,14375,1.51,واگرایی منفی RSI
ثغرب,شرکت سرمایه گذاری مسکن شمالغرب,انبوه سازی، املاک و مستغلات,64.9,زیر نظر,100,60,87.5,4,18420,20260922,9.1,67.2,309.2,269.3,22.9,69.6,224.2,89.5,true,88.1,2.36,above,-3,0.74,9480,,12.22,31.95,2.37,6.2,10.81,415,44.39,23.59,88.2,17985,17551,19724,20593,1.5,اشباع خرید | فاصله زیاد از MA20 | P/E بالا (44)
فجام,جام‌دارو,ساخت محصولات فلزی,64.9,زیر نظر,90,65,52.5,47,17440,20260922,-8.2,6.7,75.7,35.9,-2.7,19,94.4,55.1,false,48,3.73,above,-10.1,0.88,16880,18590,2.8,21.39,0.59,-11.31,9.13,2172,8.03,7.54,6.5,16880,16555,18590,19400,1.3,واگرایی منفی RSI
ثتران,سرمایه گذاری مسکن تهران,انبوه سازی، املاک و مستغلات,64.8,زیر نظر,100,75,69.1,10,8250,20260922,1.6,9.3,67.3,27.5,0.9,18.9,55.5,62.7,false,48.3,3.82,above,-5.4,0.95,8130,8480,1.12,8.39,1.26,6.38,8.83,,,23.59,,8130,7972,8480,8720,0.83,بدون EPS مثبت
فخوز,فولاد  خوزستان,فلزات اساسی,64.5,زیر نظر,100,75,48,30,2900,20260922,-2.3,51.7,63.1,23.2,15.7,28.8,79.8,71.7,true,46,3.59,above,-7.6,2.04,2454,3140,-1180.69,1009.27,1.98,-1512.34,302.33,222,13.06,13.48,-3.1,2796,2692,3140,3348,1.15,فاصله زیاد از MA20
وسدید,گروه ‌صنعتی‌سدید,فلزات اساسی,64.5,زیر نظر,90,50,90,20,2250,20260922,15.8,56.1,27.3,-12.6,25.4,31.7,30.6,82.6,true,36.8,2.67,above,-1.9,0.84,2158,2294,43.89,110.89,4.12,40.27,17.09,34,66.18,,,2190,2128,2294,2414,0.36,اشباع خرید | فاصله زیاد از MA20 | P/E بالا (66) | واگرایی مثبت RSI
شگویا,پتروشیمی تندگویان,محصولات شیمیایی,64.4,زیر نظر,100,60,73.5,16,12330,20260922,6.2,59.3,84,44.2,21.2,35.6,79,83.1,true,46.1,2.81,above,-0.1,1.89,10241,,-153.44,247.11,2.83,128.7,99.32,1099,11.22,8.01,40.1,11984,11638,13368,14060,1.5,اشباع خرید | فاصله زیاد از MA20
وامیر,گروه صنعتی و معدنی امیر,استخراج کانه های فلزی,64.4,زیر نظر,100,75,52.5,25,11280,20260922,0.4,49.6,176.3,136.4,14.1,47.8,148.8,77.8,true,80.3,2.76,above,-6.4,1.13,6610,,22.02,81.35,0.69,-1.14,16.98,598,18.86,,,10969,10658,12213,12835,1.5,
وتوسم,سرمایه‌گذاری‌توسعه‌ملی‌,سرمایه گذاریها,64.4,زیر نظر,100,50,50.4,47,4520,20260922,-0.1,38.3,91,51.1,8.9,38.4,91.4,75,false,66.7,3.34,above,-4.6,0.42,4435,,10.74,-100.42,1.14,5.65,22.55,591,7.65,7.13,7.3,4435,4359,4972,5274,2.81,خروج مستمر پول حقیقی
کاما,باما,استخراج کانه های فلزی,64.3,زیر نظر,90,50,27,82,5060,20260922,-11.2,0.6,53.7,13.9,-9,16.3,89.8,46.8,false,56.3,3.9,above,-18.6,0.49,3391,5300,8.86,-357.81,0.39,-132.91,159.9,786,6.44,13.76,-53.2,4863,4665,5300,6220,0.61,خروج مستمر پول حقیقی
چنوپا,نیوپان‌ 22 بهمن‌,محصولات چوبی,64,زیر نظر,63,80,76.5,40,17210,20260922,14.2,4.6,3.7,-36.2,7.4,13.7,-14.6,64.6,true,18.7,3.44,above,-48.2,0.85,16879,17439,9.28,1.89,2.05,9.03,10.16,620,27.76,,,16879,16583,17439,18660,0.37,
سیسکو,فولاد سیرجان ایرانیان,فلزات اساسی,64,زیر نظر,100,65,2,82,6190,20260922,-8.4,12.8,111.4,71.5,3,28.3,127.6,60.9,false,67.7,3.12,above,-11.1,1.5,5910,6960,-369.14,-555.86,0.6,-239.27,118.04,820,7.55,13.48,-44,5997,5813,6960,7346,2.04,خروج مستمر پول حقیقی
فجر,فولاد امیرکبیرکاشان,فلزات اساسی,64,زیر نظر,100,65,2,82,6760,20260922,-11.9,27.8,104.2,64.3,2.4,26,124.7,60.3,false,68.9,3.63,above,-13.3,1.38,5190,7800,-53.59,-3.57,0.55,-106.16,51.16,1065,6.35,13.48,-52.9,6514,6269,7800,8291,2.12,
مهر,سرمایه گذاری مهر,سرمایه گذاریها,64,زیر نظر,100,50,36,60,3650,20260922,2,25.9,62.7,22.9,9.1,37.2,73.3,76.3,false,58.3,3.28,above,-0.8,0.61,3160,,-17.68,-81.52,4.91,5.35,13.05,564,6.47,8.73,-25.9,3530,3411,4009,4249,1.5,خروج مستمر پول حقیقی
کیمیا,ص. معدنی کیمیای زنجان گستران,فلزات اساسی,64,زیر نظر,100,65,2,82,6000,20260922,-12,15.4,144.8,105,0.9,23.8,116.5,58.1,false,79.9,3.52,above,-14.3,1.26,5660,7000,-26.98,-5.39,0.48,-31.92,19.23,949,6.32,13.48,-53.1,5789,5554,7000,7422,2.24,
وکغدیر,بین المللی توسعه ص. معادن غدیر,شرکتهای چند رشته ای صنعتی,63.9,زیر نظر,100,75,58.5,17,6800,20260922,0.6,36,103.5,63.7,13,46.1,95.7,77.9,true,72.2,3.12,above,-5,2.35,5440,7160,-98.32,400.29,1.83,-324.04,115.89,563,12.08,10.88,11,6588,6376,7160,7584,0.85,
فسازان,غلتک سازان سپاهان,فلزات اساسی,63.8,زیر نظر,100,65,1,82,13650,20260922,-11.9,22.8,94.8,55,1.1,20.1,145.9,57.4,false,64.8,3.41,above,-14.5,0.41,11580,15960,-24.43,-77.64,0.25,-44.79,40.94,2578,5.29,13.48,-60.7,13184,12718,15960,16892,2.48,خروج مستمر پول حقیقی
سفانو,سیمان فارس نو,سیمان، آهک و گچ,63.8,زیر نظر,90,30,53,70,53380,20260922,-10.3,6.1,20.3,-19.5,-5.9,1,49.8,43.1,false,27.5,4.18,above,-17.2,0.79,52475,56415,0.12,34.68,0.4,-16.7,10.42,8458,6.31,7.14,-11.6,52475,51358,56415,64480,1.5,
غمارگ,مارگارین,محصولات غذایی و آشامیدنی به جز قند و شکر,63.6,زیر نظر,100,65,52.5,30,2653,20260922,-9.1,39.5,81.2,41.4,6,37.5,98.8,64.6,false,72.4,2.86,above,-11.7,1.9,1860,3004,9.71,16.5,0.29,-14.1,7.99,120,22.11,,,2577,2501,3004,3156,2.31,
پیزد,مجتمع صنایع لاستیک یزد,لاستیک و پلاستیک,63.5,زیر نظر,100,60,26.1,60,11970,20260922,2.9,57.5,219.1,179.3,16.4,61.8,171.3,82.8,true,85.3,2.83,above,-5.2,1.64,5138,,-123.4,-135.09,1.35,-211.55,50.77,1599,7.49,9.84,-23.9,11631,11292,12987,13665,1.5,اشباع خرید | فاصله زیاد از MA20 | خروج مستمر پول حقیقی
وحکمت,بیمه حکمت صبا,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,63.5,زیر نظر,88,35,78.5,42,1516,20260922,1.5,-0.4,23.5,-16.4,1.1,10.9,22.3,56.6,false,19.5,3.96,above,-4.8,0.86,1485,1549,0.8,7.75,2.07,20.06,11.43,199,7.62,,,1485,1455,1549,1589,0.55,
لخزر,پارس‌ خزر,ماشین آلات و تجهیزات,63.5,زیر نظر,90,65,16,78,4600,20260922,-8.4,10.6,47.2,7.4,-0.8,19.1,52.4,55.7,false,47.3,3.45,above,-11.5,0.55,4375,4710,-2.35,11.75,0.44,-16.71,14.44,1120,4.11,5.15,-20.2,4441,4296,4710,5200,0.36,واگرایی منفی RSI
واعتبار,سرمایه گذاری اعتبار ایران,سرمایه گذاریها,63.5,زیر نظر,100,70,38,60,4200,20260919,15.1,47.8,84.7,44.9,22.2,51.4,111.6,96.3,true,74,2.7,above,0,0.99,2721,,-0.88,-6.68,3.44,1.19,3.84,827,5.08,7.13,-28.8,4087,3973,4540,4767,1.5,اشباع خرید | فاصله زیاد از MA20 | خروج مستمر پول حقیقی | آخرین معامله 20260919 (متوقف یا کم‌معامله)
غویتا,ویتانا,محصولات غذایی و آشامیدنی به جز قند و شکر,63.5,زیر نظر,100,53,1.5,90,5970,20260922,-11.7,15.7,37.1,-2.7,0.2,12,81.2,53.9,false,36.1,3.55,above,-13.1,1.01,5690,6870,-53.4,-55.5,0.43,-72.32,31.22,1338,4.46,7.05,-36.7,5758,5584,6870,7294,2.33,خروج مستمر پول حقیقی
وسبحان,سرمایه گذاری سبحان,سرمایه گذاریها,63.4,زیر نظر,100,65,1.5,80,3390,20260922,-1.7,6.8,78.6,38.8,2.9,20.7,84.3,65.1,false,53.4,3.5,above,-4.5,0.77,3290,3550,-2.01,-27.72,0.8,-4.84,7.8,956,3.55,8.73,-59.4,3290,3231,3550,3787,1,واگرایی منفی RSI | خروج مستمر پول حقیقی
کرماشا,صنایع پتروشیمی کرمانشاه,محصولات شیمیایی,63.3,زیر نظر,100,70,27,50,29320,20260922,-4.3,24.1,25.3,-14.5,4.5,19,69.2,61.5,true,48.5,3.36,above,-9.8,1.38,29000,32490,-111.08,328.54,0.51,-261.02,107.59,3386,8.66,9.63,-10.1,29000,28507,32490,34461,3.9,
شیراز,پتروشیمی‌شیراز,محصولات شیمیایی,63.3,زیر نظر,100,45,27,70,70110,20260922,-6.9,16.8,-0.4,-40.3,0.1,5.8,43,51.6,false,31,4.25,above,-15.1,1.07,68464,71020,-67.67,116.43,0.76,-72.33,66.52,9681,7.24,9.63,-24.8,68464,66975,71020,75580,0.29,
ولغدر,لیزینگ‌خودروغدیر,سایر واسطه گریهای مالی,63.3,زیر نظر,100,65,77,4,3720,20260922,-1.3,23.2,69.2,29.4,5.6,28,52.4,67.2,false,64.3,3.55,above,-6.1,0.95,3180,3960,4.36,3.81,3.57,8.48,4.5,80,46.5,9.94,367.8,3588,3456,3960,4224,0.91,P/E بالا (47)
وتوصا,گروه س توسعه صنعتی ایران,سرمایه گذاریها,63,زیر نظر,100,65,0,80,3170,20260922,-3.9,10,55.7,15.9,2.7,20.6,69.6,63.4,false,58.1,4.2,above,-7,1.03,3124,3410,-13.89,-26.88,0.72,-11.87,7.96,642,4.94,7.13,-30.7,3124,3057,3410,3676,2.13,واگرایی منفی RSI | خروج مستمر پول حقیقی
آردینه,نشاسته و گلوکز آردینه,محصولات غذایی و آشامیدنی به جز قند و شکر,62.9,زیر نظر,90,50,46.6,57,31690,20260922,-10.6,2,46.9,7,-3.6,6.4,65,47.8,false,30.1,4.19,above,-14.3,0.54,31300,33080,-11.24,7.68,1.34,0.67,29.44,4668,6.79,7.05,-3.7,31300,30636,33080,36980,1.32,
خپارس,پارس خودرو,خودرو و ساخت قطعات,62.8,زیر نظر,100,60,73,10,2172,20260922,9.9,56.8,120.7,80.9,21.6,55.7,127.2,91,true,61.8,2.97,above,-4.1,1.9,1216,,3.15,-6.4,1.97,80.18,64.18,,,,,2108,2043,2365,2494,1.5,اشباع خرید | فاصله زیاد از MA20 | بدون EPS مثبت
خرینگ,رینگ‌سازی‌مشهد,خودرو و ساخت قطعات,62.7,زیر نظر,100,70,42.7,32,18190,20260922,8.6,28.2,62.3,22.5,15.2,35.4,65.7,85.2,true,67.2,3.63,above,-0.5,1.4,15750,,-0.11,-7.88,1.45,29.35,14.05,1668,10.91,,,17529,16869,20172,21494,1.5,اشباع خرید | فاصله زیاد از MA20
فن افزار,توسعه فن افزار توسن,رایانه و فعالیت‌های وابسته به آن,62.6,زیر نظر,90,65,20.3,70,10260,20260922,-6.6,20.1,155.5,115.7,-0.6,24.3,155.7,61.2,false,71.9,3.92,above,-12.7,1.02,7930,11750,-33.09,-48.24,1.59,-3.52,19.35,1478,6.94,8.89,-21.9,9858,9457,11750,12553,1.85,واگرایی منفی RSI | خروج مستمر پول حقیقی
ومعادن,توسعه‌معادن‌وفلزات‌,استخراج کانه های فلزی,62.5,زیر نظر,100,65,18,60,3260,20260922,-11.2,16,58.6,18.8,3,23.3,65.1,58,false,52.2,4.06,above,-13.8,0.81,2965,3780,-354.55,133.17,0.26,-866.06,403.75,318,10.25,13.76,-25.5,3128,2929,3780,4045,1.57,
شکام,صنایع شیمیایی کیمیاگران امروز,محصولات شیمیایی,62.4,زیر نظر,100,65,20.5,57,9980,20260922,-3.2,16.5,116.1,76.2,0.9,26.8,138.2,61.3,false,53.4,3.97,above,-10.3,0.55,8320,11080,-63.47,-79.69,1.66,-82.44,117.05,1258,7.93,8.01,-1,9583,9187,11080,11873,1.39,
وسرمد,بیمه  سرمد,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,62.4,زیر نظر,65,28,89,60,1539,20260922,-5.2,-7.6,35.7,-4.1,-6.2,2.3,33,44.2,false,37.1,3.98,above,-13.9,1.37,1498,1605,9.02,14.88,2.54,7.59,3,317,4.85,,,1498,1467,1605,1707,0.91,واگرایی منفی RSI
قمرو,قند مرودشت‌,قند و شکر,62.3,زیر نظر,88,45,47.5,60,10370,20260922,-1.3,1.7,7,-32.8,0.3,9.6,66.1,54.4,false,18.4,3.91,above,-8,1.17,10180,10870,1.66,7.91,0.98,-6.76,8.37,1450,7.15,9.8,-27,10180,9977,10870,11270,1.27,واگرایی منفی RSI
فصبا,صبا فولاد خلیج فارس,فلزات اساسی,62.2,زیر نظر,100,78,62.5,4,3800,20260922,-1.3,30.9,37.2,-2.6,10.4,25,45.4,68.9,true,40.6,3.36,above,-6.6,1.88,3090,4070,-6.6,29.48,3.16,84.44,21.68,178,21.35,8.05,165.2,3672,3545,4070,4325,1.06,
وصنعت,سرمایه گذاری توسعه صنعت وتجارت,سرمایه گذاریها,62.1,زیر نظر,100,45,2.5,90,2790,20260922,-9,9.5,28.8,-11,0.5,14.5,49.1,55.7,false,47,3.82,above,-11.7,1.05,2700,3159,-2.37,-4.61,0.62,-8.82,5.03,884,3.16,7.13,-55.7,2700,2647,3159,3372,2.58,
سپید,سپید ماکیان,زراعت و خدمات وابسته,62,زیر نظر,90,40,30,78,43320,20260922,-6.5,-0.9,61.8,22,-5.3,11,136.5,49.7,false,42,3.86,above,-13.7,0.98,42705,47230,8.84,-281.67,0.94,-73.72,154.71,9010,4.81,6.33,-24,42705,41869,47230,50220,2.7,واگرایی منفی RSI | خروج مستمر پول حقیقی
لبوتان,گروه‌صنعتی‌بوتان‌,ماشین آلات و تجهیزات,62,زیر نظر,85,45,54.8,55,4230,20260922,-4.1,0.7,26.2,-13.6,-2.5,5.4,38.6,50.9,false,37.9,4.08,above,-9.2,0.7,4165,4450,2.06,54.35,0.83,-1.56,9.04,849,4.98,5.15,-3.3,4165,4079,4450,4580,1.45,
جم,پتروشیمی جم,محصولات شیمیایی,61.9,زیر نظر,100,75,58.7,9,65230,20260922,2.5,29.8,57.7,17.8,9.7,35.8,50.8,75.3,true,58,3.68,above,-3.3,0.81,62300,67480,-4.94,140.64,1.47,34.54,48.03,4968,13.13,9.63,36.3,62829,61100,67480,72282,0.54,
رافزا,رایان هم افزا,رایانه و فعالیت‌های وابسته به آن,61.9,زیر نظر,90,65,17.5,70,18660,20260922,-13.8,22.8,63.1,23.3,-2.8,19.7,96.3,52.7,false,57.8,3.41,above,-17.3,0.88,14910,22550,-23.1,-27.08,0.84,2.6,12.72,2957,6.31,8.89,-29,18024,17388,22550,23822,3.06,خروج مستمر پول حقیقی
خزامیا,زامیاد,خودرو و ساخت قطعات,61.9,زیر نظر,100,65,55.5,20,1729,20260922,4,18,52.4,12.5,4.7,24.7,47.5,66.8,false,45,3.45,above,-1.4,1.08,1601,1754,45.22,-35.77,1.32,87.83,153.11,85,20.34,,,1669,1580,1754,1873,0.17,واگرایی منفی RSI
بکاب,صنایع‌جوشکاب‌یزد,ماشین آلات و دستگاه‌های برقی,61.9,زیر نظر,100,70,52.5,19,12980,20260922,-7.6,21.2,26.9,-12.9,4.1,19.9,48.2,59.2,true,45.5,3.67,above,-12.4,1.04,12740,13510,1.07,17.63,0.76,-1.4,7.33,1077,12.05,6.15,96,12740,12502,13510,14820,1.11,
وبرق,س.کارکنان صنعت برق زنجان وقزوی,سرمایه گذاریها,61.9,زیر نظر,100,65,40.5,35,64800,20260922,-7.4,21.9,106,66.2,2.8,37.2,94.2,64.1,false,79.9,3.3,above,-12.4,0.85,61600,74000,0.29,8.34,0.56,-22.1,13.75,4946,13.1,,,62660,60530,74000,78280,2.15,واگرایی منفی RSI
فسبزوار,پارس فولاد سبزوار,فلزات اساسی,61.8,زیر نظر,100,65,3.2,72,73470,20260922,-7.5,4.8,42.6,2.8,0.5,7.7,60.4,52.3,false,27.6,3.72,above,-9.2,0.9,68930,74940,-36.45,-34.28,0.87,-66.15,65.95,14489,5.07,13.48,-62.4,70735,67563,74940,80950,0.25,واگرایی منفی RSI
داترا,آترا زیست آرای,مواد و محصولات دارویی,61.8,زیر نظر,90,55,33.1,62,6580,20260922,-6.9,-3.7,47.4,7.6,-1.6,12.6,,53.3,false,40.7,4.15,above,-9.6,0.61,6430,7015,-19.45,-46.64,1.46,17.08,39.83,777,8.47,12.91,-34.4,6430,6293,7015,7265,1.52,خروج مستمر پول حقیقی
کمنگنز,معادن‌منگنزایران‌,استخراج کانه های فلزی,61.6,زیر نظر,100,65,2.5,72,9180,20260922,-2.9,6.5,67.7,27.9,1.6,18.2,90.5,62.3,false,58.3,3.64,above,-5.7,0.9,8650,9455,-13,-31.18,0.7,-32.96,29.33,1317,6.97,13.76,-49.3,8846,8483,9455,9730,0.39,واگرایی منفی RSI | خروج مستمر پول حقیقی
خشرق,الکتریک‌ خودرو شرق‌,خودرو و ساخت قطعات,61.6,زیر نظر,90,65,51.5,35,2691,20260922,-11.1,12.1,45.1,5.3,-3.1,17,38.3,52.2,false,58.4,4.1,above,-13.5,0.82,2509,3110,0.19,20.66,0.72,-5.08,10.45,137,19.64,,,2581,2454,3110,3331,1.77,
فزرین,زرین معدن آسیا,فلزات اساسی,61.5,زیر نظر,100,65,27,47,9560,20260922,-11.2,37.2,152.4,112.6,4.2,32.5,142.6,63.6,false,74.4,2.96,above,-13.7,1.48,6630,11080,-11.3,99.69,0.22,-85.19,15.63,1184,8.07,8.05,0.3,9277,8994,11080,11646,2.69,
کلوند,کاشی‌ الوند,کاشی و سرامیک,61.3,زیر نظر,90,45,54.2,47,6760,20260922,-5.5,7.6,27.9,-11.9,-3.6,12,58.3,51.6,false,37.3,3.74,above,-11.5,1.1,6560,7240,10.5,16.19,0.89,-5.19,13.59,820,8.24,7.65,7.8,6560,6434,7240,7640,1.47,واگرایی منفی RSI
توسن,توسعه سامانه ی نرم افزاری نگین,رایانه و فعالیت‌های وابسته به آن,61.3,زیر نظر,90,65,3.2,82,11740,20260922,-3.1,15.2,129.8,90,-0.6,16.3,141.8,57.4,false,58.5,3.94,above,-12,1.25,11480,13340,-42.44,-58.03,0.85,-36.24,40.98,2242,5.24,8.89,-41.1,11480,11249,13340,14264,3.26,خروج مستمر پول حقیقی
وپسا,گ.س.پتروشیمی ساختمان خلیج فارس,پیمانکاری صنعتی,61.3,زیر نظر,100,65,43,30,2740,20260922,-7.9,16.9,54.3,14.5,0.7,18.5,56.8,58.1,false,52.5,3.69,above,-11.9,0.81,2684,3110,0.63,0.05,0.53,-5.97,5.1,20,137,,,2684,2634,3110,3312,3.47,واگرایی منفی RSI | P/E بالا (137)
خمحور,تولیدمحورخودرو,خودرو و ساخت قطعات,61.2,زیر نظر,78,45,63.4,52,5280,20260922,-6.4,8.4,7.9,-31.9,-0.7,9.9,37.3,52.4,false,17.7,3.94,above,-10.8,0.9,5070,5540,2.6,0.55,1.03,0.04,5.93,785,6.73,,,5072,4966,5540,5920,0.83,
سامان,بانک سامان,بانکها و موسسات اعتباری,61.1,زیر نظر,100,65,0.5,72,8490,20260922,0.1,6,66.1,26.2,2,12.7,111,61.7,false,48.6,2.97,above,-3.3,0.81,7960,8747,-202.46,-830.53,0.37,-181.41,92.95,1396,6.08,12.04,-49.5,8237,7859,8747,9252,0.41,خروج مستمر پول حقیقی
ودی,بیمه  دی,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,61.1,زیر نظر,90,45,28.3,72,6030,20260922,-4.6,6.3,28.6,-11.2,-0.8,15.7,41.8,57.5,false,47.1,3.83,above,-5.9,0.62,5720,6410,-1.33,-6.62,1.31,1.12,3.43,1197,5.04,18.13,-72.2,5799,5605,6410,6872,0.89,خروج مستمر پول حقیقی
ثبهساز,بهساز کاشانه تهران,انبوه سازی، املاک و مستغلات,61,زیر نظر,50,20,78,90,1784,20260922,-9.5,-4.6,16.3,-23.5,-7.6,-0.4,40.7,40.3,false,16.8,4.01,above,-12.4,0.99,1726,1842,25.02,23.32,1.96,48.35,29.94,655,2.72,6.61,-58.8,1726,1690,1842,1920,0.62,
غشصفا,شیرپاستوریزه‌پگاه‌اصفهان‌,محصولات غذایی و آشامیدنی به جز قند و شکر,61,زیر نظر,100,65,2,70,24140,20260922,-9.6,17,43.2,3.4,2.5,18.8,105,57.7,false,49.3,3.43,above,-12.3,0.79,22520,27510,-20.28,-33.24,0.41,-21.43,11.78,3764,6.41,8.53,-24.8,23313,22107,27510,29164,1.66,خروج مستمر پول حقیقی
دسبحان,سبحان دارو,مواد و محصولات دارویی,61,زیر نظر,100,65,22,50,16100,20260922,-5.8,26.5,238.3,198.5,4.7,40,210.1,68.6,false,82.6,3.24,above,-9.2,0.59,6050,17730,-41.99,-8.96,2.18,-20.58,103.49,1454,11.07,12.91,-14.2,15578,15056,17730,18774,1.56,
شکلر,نیروکلر,محصولات شیمیایی,60.9,زیر نظر,100,65,11.5,60,28410,20260922,-1.8,14.7,44.7,4.8,2.1,21.1,76.5,61.5,false,52.4,3.56,above,-8.6,1.2,22915,31080,-13.69,-54.32,1.22,-19.79,28.45,3984,7.13,9.63,-25.9,27399,26389,31080,33101,1.32,خروج مستمر پول حقیقی
شپارس,بین‌ المللی‌ محصولات‌  پارس‌,محصولات شیمیایی,60.9,زیر نظر,90,65,1.5,82,2456,20260922,-13.7,16.3,99.7,59.8,-3.1,25.3,99.7,54.3,false,68.8,3.35,above,-16.7,0.58,1670,2948,-25.12,-66.89,0.19,-46.67,22.24,370,6.64,9.63,-31.1,2374,2291,2948,3113,2.99,خروج مستمر پول حقیقی
غشهداب,کشت و صنعت شهداب ناب خراسان,محصولات غذایی و آشامیدنی به جز قند و شکر,60.9,زیر نظر,100,65,1.5,70,2388,20260922,-5.5,9,122.2,82.3,1.1,14.4,70.9,56.8,false,49,4.19,above,-10.3,0.93,2214,2415,-7.47,-13.33,0.67,-18.94,24.73,401,5.96,7.05,-15.5,2288,2164,2415,2662,0.12,
غشاذر,پگاه‌آذربایجان‌غربی‌,محصولات غذایی و آشامیدنی به جز قند و شکر,60.9,زیر نظر,90,30,41.5,70,18350,20260922,-6.4,6.1,26.6,-13.3,-3.3,6.9,63.7,48.3,false,20.5,3.91,above,-10.9,0.74,18110,18650,2.07,13.26,0.73,-7.38,14.14,2810,6.53,8.53,-23.4,18110,17752,18650,19020,0.5,واگرایی منفی RSI
ساراب,سیمان‌ داراب‌,سیمان، آهک و گچ,60.9,زیر نظر,90,65,26.5,57,17590,20260922,-9.7,20.9,62.2,22.3,-0.3,11.4,48.9,52.4,false,37,3.31,above,-14.9,0.49,14873,20660,-6.87,5.22,0.36,-7.59,5.21,2361,7.45,7.14,4.3,17008,16427,20660,21823,2.64,
کپرور,فرآوری زغال سنگ پروده طبس,استخراج زغال سنگ,60.8,زیر نظر,90,53,20.9,72,19150,20260922,-3.4,7.8,38.3,-1.5,-1.2,18.6,79.1,57.6,false,49.3,4.04,above,-8.4,0.81,18140,20550,-14.46,-73.06,1,1.75,22.72,2597,7.37,15.48,-52.4,18377,17753,20550,20910,1,واگرایی منفی RSI | خروج مستمر پول حقیقی
کپارس,کاشی‌ پارس‌,کاشی و سرامیک,60.8,زیر نظر,100,65,1,70,17980,20260922,-7.8,26.1,80.9,41.1,2.9,32.5,109.1,62.8,false,71.7,3.2,above,-12.3,0.57,16510,20500,-16.73,-22.94,0.4,-17.05,24.31,2681,6.71,7.65,-12.3,17404,16540,20500,21652,1.75,واگرایی منفی RSI
ثنور,سرمایه گذاری کوه نور,انبوه سازی، املاک و مستغلات,60.6,زیر نظر,100,65,50.5,20,6980,20260922,-2.2,13.5,88.5,48.7,3.2,21.6,85.5,64.7,false,68.4,3.45,above,-7.4,0.92,6670,7540,0,1.15,1.72,5.75,3.26,26,268.46,,,6739,6549,7540,8022,1.3,واگرایی منفی RSI | P/E بالا (268)
وخاور,بانک خاورمیانه,بانکها و موسسات اعتباری,60.5,زیر نظر,70,40,79.1,47,6010,20260922,-4.8,-2.4,43.4,3.6,-1.9,2.9,68.7,48.5,false,22,4.11,above,-9.6,0.95,5875,6160,23.95,114.51,1.21,11.39,69.05,1045,5.75,5.4,6.5,5875,5751,6160,6320,0.58,
ساینا,صنایع بهداشتی ساینا,محصولات شیمیایی,60.5,زیر نظر,100,65,10.1,60,12360,20260922,-3.4,13.5,99.4,59.5,7.6,22.3,124.7,67,false,51.4,3.53,above,-6.2,0.8,11530,13170,-23.7,-76.73,1.07,-17.55,24.52,1820,6.79,8.01,-15.2,11923,11312,13170,14043,0.77,خروج مستمر پول حقیقی
