symbol,name,sector,score,signal,trend,momentum,money,value,close,lastDate,ret5,ret20,ret60,rs60,vsSma20,vsSma50,vsSma200,rsi,lockedDays20,sellQueueDays5,macdAboveSignal,adx,atrPct,cloud,fromHigh52,volRatio,support1,resistance1,netReal5B,netReal20B,power5,smt5B,liquidityB,eps,pe,sectorPE,peVsSector,entryLow,stop,target1,target2,rr,flags
قاروم,قند ارومیه,قند و شکر,37.6,اجتناب,100,23,30,42,116800,20260922,1,9.8,34.7,-3.9,3.4,12,38.5,99.5,17,0,false,95.1,0.91,above,-0.9,0.31,86825,,0,0,1.4,0,0.09,22219,5.26,,,115741,114682,119978,122096,1.5,نقدشوندگی پایین | اشباع خرید | سهم صفی: 17 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | آخرین معامله 20260922 (متوقف یا کم‌معامله)
وپاسار,بانک  پاسارگاد,بانکها و موسسات اعتباری,37.5,اجتناب,41,8,68.5,26,9180,20260926,-10,-16,-8.5,-47.1,-11.1,-8.2,34.5,32.5,1,1,false,34,3.87,inside,-19.7,1.09,8940,9640,1358.83,6158.24,0.78,538.22,518.09,813,11.29,5.4,109.1,8940,8762,9640,9860,1.1,عرضه حقوقی به حقیقی (-6209 میلیارد تومان در ۲۰ روز) | 184٪ بالای کف ۵۲ هفته | سرانه خرید ضعیف (0.78) | صف فروش در ۵ روز اخیر
اروند,پتروشیمی اروند,محصولات شیمیایی,37.4,اجتناب,81,30,9.5,19,53000,20260926,-7.8,11.6,-15.9,-54.5,-2.1,7.5,,49.7,2,1,false,40.2,3.58,inside,-21.4,0.85,50684,54323,-166.13,-166.75,1.12,-68.39,116.81,3275,16.18,9.63,68,51102,49735,54323,58131,0.41,خروج مستمر پول حقیقی | شناوری کم (13٪) | صف فروش در ۵ روز اخیر
سآبیک,سیمان آبیک,سیمان، آهک و گچ,37.2,اجتناب,41,20,26.5,57,69600,20260926,-5.5,-5.5,4.1,-34.5,-7.4,-1,34.2,41.7,0,0,false,25.4,4.2,inside,-16,0.83,66900,71480,0.5,-33.59,0.8,-7.12,15.61,10205,6.82,7.14,-4.5,66900,65437,71480,77390,0.45,خروج مستمر پول حقیقی | سرانه خرید ضعیف (0.80)
ساربیل,سیمان آرتا اردبیل,سیمان، آهک و گچ,37.2,اجتناب,41,20,26.5,57,82040,20260926,-2.1,-1.7,-10.5,-49.1,-6.5,-1.3,12.3,43.3,0,0,false,20.9,4.41,inside,-19.1,0.71,78906,83650,3.14,-3.68,0.74,-2.74,3.97,11188,7.33,7.14,2.7,78906,77095,83650,88300,0.33,سرانه خرید ضعیف (0.74) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | شناوری کم (10٪)
نبابک,نساجی بابکان,منسوجات,37.1,اجتناب,60,20,36.5,24,7860,20260926,-8.5,-7.5,22.4,-16.2,-6.9,6.7,5.6,45.4,0,0,false,31.9,4.15,above,-35,0.53,7628,8007,-6.96,-15.06,2.45,9.24,10.67,351,22.39,14.29,56.7,7628,7465,8007,8220,0.37,واگرایی منفی RSI | خروج مستمر پول حقیقی | واگرایی منفی
سلیم,سرمایه گذاری سلیم,سرمایه گذاریها,37.1,اجتناب,70,20,1.3,47,1288,20260926,-6.4,-6.5,21,-17.6,-5.8,0.8,17.5,44,0,0,false,33,4.07,above,-16,0.93,1263,1309,-7.32,-17.21,0.81,-9.07,11.15,146,8.82,8.73,1.1,1263,1237,1309,1491,0.41,واگرایی منفی RSI | خروج مستمر پول حقیقی | واگرایی منفی
ومعلم,بیمه معلم,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,37,اجتناب,100,45,22,10,3270,20260926,0.9,8.6,15.3,-23.3,0,10.9,16,54.6,2,0,false,26,3.89,above,-9.4,0.86,3218,3339,-0.02,-1.13,1.04,0.35,2.59,,,18.13,,3218,3154,3339,3531,0.6,نقدشوندگی پایین | بدون EPS مثبت | نقدشوندگی کمتر از ۱۰ میلیارد تومان
خگستر,گسترش‌سرمایه‌گذاری‌ایران‌خودرو,خودرو و ساخت قطعات,36.8,اجتناب,70,20,17,30,3740,20260926,-10.3,-7,16.5,-22.1,-9.2,4.6,26.3,41.8,2,1,false,36,4.12,above,-16.7,1,3612,3842,-27.42,56.59,0.72,-112.44,191.7,88,42.5,,,3612,3535,3842,4076,0.5,واگرایی منفی RSI | P/E بالا (43) | عرضه حقوقی به حقیقی (-46 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.72) | واگرایی منفی | صف فروش در ۵ روز اخیر
ولتجار,واسپاری تجارایرانیان,سایر واسطه گریهای مالی,36.8,اجتناب,65,20,17,36,3110,20260926,-12.6,-3.6,20.6,-18,-6.3,7.1,-20.8,45.4,3,1,false,42.3,3.93,above,-50.7,0.5,2740,3150,-1.12,0.58,0.47,-5.23,5.7,278,11.19,5.8,92.9,2988,2865,3150,3450,0.16,واگرایی منفی RSI | عرضه حقوقی به حقیقی (-1 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.47) | واگرایی منفی | حد ضرر دور (7.9٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
رکیش,کارت اعتباری ایران کیش,رایانه و فعالیت‌های وابسته به آن,36.7,اجتناب,70,28,0.5,40,2403,20260926,-8.9,-5.8,35.1,-3.5,-9.7,2.3,34.9,40.5,2,1,false,37.7,4.39,above,-17.3,0.71,2325,2510,-1.53,-2.2,0.56,-5,4.54,141,17.04,18.19,-6.3,2325,2272,2510,2554,0.82,واگرایی منفی RSI | سرانه خرید ضعیف (0.56) | واگرایی منفی | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
خمحرکه,نیرو محرکه‌,خودرو و ساخت قطعات,36.4,اجتناب,70,20,15.7,30,5810,20260926,-8.2,-4.4,16.5,-22.1,-5.1,8.5,34.8,48.1,1,1,false,37,4.11,above,-13.8,0.82,5700,6260,-0.58,0.55,0.81,-7.56,14.61,130,44.69,,,5700,5581,6260,6380,1.96,واگرایی منفی RSI | P/E بالا (45) | عرضه حقوقی به حقیقی (-1 میلیارد تومان در ۲۰ روز) | واگرایی منفی | صف فروش در ۵ روز اخیر
حفارس,حمل و نقل بین المللی خلیج فارس,حمل ونقل، انبارداری و ارتباطات,36.4,اجتناب,100,50,1.5,4,9040,20260923,-1.2,44.4,102.1,63.5,12.7,41.3,149.2,79,4,1,false,69.5,2.9,above,-4,0.75,5640,9420,-52.02,-48.14,0.75,-11.82,32.48,149,60.67,19.33,213.9,8778,8516,9420,9944,0.73,اشباع خرید | خروج مستمر پول حقیقی | رشد عمودی (102٪ در ۶۰ روز، 41٪ بالای MA50) | P/E بالا (61) | 149٪ بالای MA200 | سرانه خرید ضعیف (0.75) | صف فروش در ۵ روز اخیر | آخرین معامله 20260923 (متوقف یا کم‌معامله)
کساپا,سایپاشیشه‌,سایر محصولات کانی غیرفلزی,36.3,اجتناب,65,20,41,10,3450,20260926,-9,-7,7.6,-31,-5.7,2.7,19,44,1,1,false,29.1,3.92,above,-13.5,0.62,3402,3490,0.1,0.5,0.59,-5.8,5.27,,,12.75,,3402,3334,3490,3790,0.35,واگرایی منفی RSI | بدون EPS مثبت | عرضه حقوقی به حقیقی (0 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.59) | واگرایی منفی | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
خساپا,سایپا,خودرو و ساخت قطعات,36,اجتناب,90,30,2,10,679,20260926,-6.6,1.6,18.1,-20.5,-6.5,9.4,29.3,46.9,1,0,false,35.3,4,above,-13.8,0.74,630,788,-455.79,-136.44,0.59,-702.6,499.43,,,,,652,616,788,842,1.73,بدون EPS مثبت | سرانه خرید ضعیف (0.59) | حد ضرر دور (9.3٪)
شلعاب,لعابیران‌,محصولات شیمیایی,36,اجتناب,90,20,1,19,1232,20260926,-5.8,-5,16.1,-22.5,-3.5,6.4,36.1,48.2,2,0,false,34.8,3.94,above,-12.1,0.93,1191,1319,-2.07,-4.58,0.73,-9.17,7.06,70,17.6,9.63,82.8,1191,1167,1319,1401,1.33,واگرایی منفی RSI | سرانه خرید ضعیف (0.73) | واگرایی منفی | نقدشوندگی کمتر از ۱۰ میلیارد تومان
فنفت,صنایع تجهیزات نفت,فلزات اساسی,36,اجتناب,65,38,1.5,34,4820,20260926,-2.4,-9.2,34,-4.6,-4,6.7,37.3,49.4,1,0,false,29.8,3.72,above,-11.7,0.75,3989,5310,-0.96,-9.35,0.67,-11.68,8.41,529,9.11,8.05,13.2,4641,4461,5310,5460,1.37,خروج مستمر پول حقیقی | سرانه خرید ضعیف (0.67) | حد ضرر دور (7.4٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
فلوله,لوله‌وماشین‌سازی‌ایران‌,فلزات اساسی,35.7,اجتناب,41,8,27,60,2415,20260926,-10.3,-17,16.4,-22.2,-11.7,-4.2,19,34.3,1,0,false,27.5,4.84,inside,-19.3,0.8,2235,2506,-1.33,15.5,0.38,-20.98,10.36,226,10.69,13.48,-20.7,2298,2176,2506,2619,0.38,عرضه حقوقی به حقیقی (-17 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.38) | حد ضرر دور (9.9٪)
غپونه,نوش پونه مشهد,محصولات غذایی و آشامیدنی به جز قند و شکر,35.6,اجتناب,46,20,1,70,8130,20260926,-11.9,-0.7,6.8,-31.8,-6.4,-5.1,66.3,40.3,2,1,false,22.8,4.09,inside,-17.7,0.44,7870,8481,-4.26,-16.16,0.57,-11.52,17.61,1310,6.21,7.05,-12,7870,7704,8481,8790,0.82,66٪ بالای MA200 | سرانه خرید ضعیف (0.57) | صف فروش در ۵ روز اخیر
کدما,معدنی‌ دماوند,استخراج کانه های فلزی,35.5,اجتناب,70,20,2,40,82580,20260926,-13.5,-6.4,12.3,-26.3,-6.3,3.2,43.9,43.4,3,1,false,29.8,3.83,above,-16.7,0.91,75640,91475,-6.92,-10.67,0.39,-34.12,16.4,6579,12.55,13.76,-8.8,79415,74668,91475,99130,1.12,واگرایی منفی RSI | 158٪ بالای کف ۵۲ هفته | سرانه خرید ضعیف (0.39) | واگرایی منفی | حد ضرر دور (9.6٪) | صف فروش در ۵ روز اخیر
حکشتی,کشتیرانی جمهوری اسلامی ایران,حمل ونقل، انبارداری و ارتباطات,35.3,اجتناب,70,20,27,14,8620,20260926,-12.3,-1.6,25.8,-12.8,-7.5,2.2,28.3,42.7,2,1,false,36.5,4.01,above,-15.8,0.54,8456,8995,-41.21,397.84,0.26,-187.48,122.19,331,26.04,19.33,34.7,8456,8284,8995,9810,1.11,واگرایی منفی RSI | عرضه حقوقی به حقیقی (-423 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.26) | واگرایی منفی | صف فروش در ۵ روز اخیر
بتک,کارخانجات کابل سازی‌ تک‌,ماشین آلات و دستگاه‌های برقی,35,اجتناب,100,48,21.6,20,236500,20260922,3.4,10.1,30.8,-7.8,5.9,17.9,26,76.3,4,0,false,42.8,2.29,above,0,0.94,225500,,0,0.15,1.06,-0.45,0.34,260,909.62,,,231090,222975,252730,263550,1.2,نقدشوندگی پایین | P/E بالا (910) | عرضه حقوقی به حقیقی (0 میلیارد تومان در ۲۰ روز) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | آخرین معامله 20260922 (متوقف یا کم‌معامله)
ثشاهد,سرمایه‌ گذاری‌ شاهد,انبوه سازی، املاک و مستغلات,34.8,اجتناب,90,20,1,14,11420,20260926,-9.9,-0.2,24.8,-13.8,-3.9,12.9,39.4,49.8,4,2,false,42.3,3.72,above,-13.4,0.82,10790,11790,-43.22,-59.08,0.51,-71.3,53.86,560,20.39,6.61,208.5,10995,10577,11790,13180,0.44,واگرایی منفی RSI | خروج مستمر پول حقیقی | سرانه خرید ضعیف (0.51) | واگرایی منفی | حد ضرر دور (7.4٪) | صف فروش در ۵ روز اخیر
تپمپی,پمپ‌ سازی‌ ایران‌,ماشین آلات و تجهیزات,34.7,اجتناب,100,53,0.5,16,7170,20260926,-5.4,7.8,34.5,-4.1,0.5,14.8,65,57.1,0,0,false,47.9,3.73,above,-9.2,1.89,6545,7900,-4.15,-11.49,0.64,-3.88,2.93,787,9.11,5.15,76.9,6903,6502,7900,8434,1.09,نقدشوندگی پایین | واگرایی منفی RSI | خروج مستمر پول حقیقی | 65٪ بالای MA200 | سرانه خرید ضعیف (0.64) | واگرایی منفی | حد ضرر دور (9.3٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
ثفارس,عمران‌وتوسعه‌فارس‌,انبوه سازی، املاک و مستغلات,34.3,اجتناب,45,20,43,24,14670,20260926,-13.8,-5.7,4.6,-34,-7.9,0.7,-7.9,41,2,2,false,30.6,3.83,above,-36.4,0.57,14403,15068,28.8,72.59,0.39,-97.19,82,264,55.57,6.61,740.7,14403,14122,15068,16000,0.73,P/E بالا (56) | عرضه حقوقی به حقیقی (-69 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.39) | صف فروش در ۵ روز اخیر
خنصیر,مهندسی‌نصیرماشین‌,خودرو و ساخت قطعات,34.1,اجتناب,65,20,0.5,42,4120,20260926,-7.8,-5.5,15.6,-23,-7.1,5.1,31.5,43.1,1,1,false,41,4.07,above,-16.4,0.63,3778,4200,-0.03,-0.44,0.72,-2.24,6.11,485,8.49,,,3952,3701,4200,4410,0.19,واگرایی منفی RSI | سرانه خرید ضعیف (0.72) | واگرایی منفی | حد ضرر دور (10.2٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
تفیرو,مهندسی فیروزا,ماشین آلات و تجهیزات,34,اجتناب,100,70,0,20,258900,20260922,9.9,40.5,100.1,61.5,17.5,42,189.8,100,20,0,true,95.4,1.56,above,0,0.77,152333,,0,0,0.8,-0.06,0.12,6541,39.58,,,254869,250839,270992,279053,1.5,نقدشوندگی پایین | اشباع خرید | فاصله زیاد از MA20 | سهم صفی: 20 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (100٪ در ۶۰ روز، 42٪ بالای MA50) | P/E بالا (40) | 190٪ بالای MA200 | نقدشوندگی کمتر از ۱۰ میلیارد تومان | آخرین معامله 20260922 (متوقف یا کم‌معامله)
بزاگرس,نیروگاه زاگرس کوثر,عرضه برق، گاز، بخاروآب گرم,34,اجتناب,65,28,16.5,19,7430,20260926,-10.3,-5.4,32.3,-6.3,-11.2,7.3,41.2,41.3,1,1,false,40.3,4.34,above,-21.2,0.42,6123,9430,-2.42,9.55,0.59,-5.93,9.96,466,15.94,10.04,58.8,7107,6784,9430,10076,3.1,عرضه حقوقی به حقیقی (-10 میلیارد تومان در ۲۰ روز) | سرانه خرید ضعیف (0.59) | حد ضرر دور (8.7٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
اپرداز,آتیه داده پرداز,اطلاعات و ارتباطات,33.9,اجتناب,70,30,0.5,27,4840,20260926,-13.3,3.4,12.5,-26.1,-9.1,2,35,40.7,2,1,false,43.2,4.07,above,-19.9,1,4514,4950,-20.25,-27.81,0.4,-23.07,10.33,332,14.58,11.65,25.1,4643,4415,4950,6040,0.26,خروج مستمر پول حقیقی | سرانه خرید ضعیف (0.40) | حد ضرر دور (8.8٪) | صف فروش در ۵ روز اخیر
پلاسک,پلاسکوکار,لاستیک و پلاستیک,33.9,اجتناب,90,20,1.5,10,5530,20260926,-11,-1.1,14.5,-24.1,-5.2,5.8,24.6,45.6,0,0,false,39.2,4.36,above,-13.7,0.75,5400,5700,-2.04,-1.21,0.52,-5.45,3.76,,,8.21,,5400,5279,5700,5900,0.68,بدون EPS مثبت | سرانه خرید ضعیف (0.52) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
کقزوی,شیشه‌ قزوین‌,سایر محصولات کانی غیرفلزی,33.7,اجتناب,70,40,9,10,772,20260926,-9.8,-7.2,77.9,39.3,-6.5,8.1,28.9,46.2,0,0,false,43.9,4.15,above,-16.1,0.49,734,801,0,-4.14,1.12,-0.01,7.28,,,,,740,718,801,838,0.54,واگرایی منفی RSI | بدون EPS مثبت | واگرایی منفی | نقدشوندگی کمتر از ۱۰ میلیارد تومان
ثنوسا,نوسازی‌وساختمان‌تهران‌,انبوه سازی، املاک و مستغلات,33.5,اجتناب,65,20,26,14,8530,20260926,-7.9,-10.1,27.1,-11.5,-10.5,1.5,26.3,40,2,1,false,34.8,3.95,above,-20.7,0.71,7980,9040,3.32,-3.83,0.65,-6.63,9.38,62,137.58,6.61,1981.4,8193,7812,9040,9380,0.71,واگرایی منفی RSI | P/E بالا (138) | سرانه خرید ضعیف (0.65) | واگرایی منفی | حد ضرر دور (8.4٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
ساوه,سیمان ساوه,سیمان، آهک و گچ,33.3,اجتناب,40,20,2,67,10370,20260926,-8.8,-0.9,-23.2,-61.8,-5.1,-0.7,20.9,43.1,2,1,false,20.6,4.04,below,-33.4,0.72,10090,10650,-2.63,-1.39,0.56,-15.69,18.34,1489,6.96,6.69,4.1,10090,9881,10650,11430,0.57,سرانه خرید ضعیف (0.56) | صف فروش در ۵ روز اخیر
بپویا,دانش محور پویا نیرو,ماشین آلات و دستگاه‌های برقی,33.2,اجتناب,21,20,47.6,44,5690,20260926,-9.5,-2.4,-10.4,-49,-5.2,-0.6,-4,42.5,2,1,false,20.3,3.86,inside,-21.7,0.51,5518,5895,-1.25,18.16,1.02,2.89,12.69,752,7.57,6.15,23,5518,5408,5895,6074,0.73,عرضه حقوقی به حقیقی (-18 میلیارد تومان در ۲۰ روز) | شناوری کم (7٪) | صف فروش در ۵ روز اخیر
فکمند,گسترش قطعه سازی کمند,ساخت محصولات فلزی,33.1,اجتناب,60,30,66.2,10,11910,20260926,0.3,-4,-2.8,-41.4,-3.4,6.4,-16.1,49.3,1,0,false,21.2,4.26,above,-54.6,1.02,11597,12570,0.04,0.11,1.23,1.46,2.89,,,,,11597,11343,12570,12835,1.16,نقدشوندگی پایین | واگرایی منفی RSI | بدون EPS مثبت | عرضه حقوقی به حقیقی (0 میلیارد تومان در ۲۰ روز) | واگرایی منفی | نقدشوندگی کمتر از ۱۰ میلیارد تومان
فاذر,صنایع‌ آذرآب‌,ساخت محصولات فلزی,33,اجتناب,70,40,2,14,1511,20260926,-10.6,-5.7,58.9,20.3,-3.8,9.8,48.4,48.7,4,2,false,37,4.04,above,-15.9,0.92,1456,1638,-23.71,-32.34,0.41,-54.83,34.63,60,25.18,7.54,234,1456,1425,1638,1796,1.48,سرانه خرید ضعیف (0.41) | صف فروش در ۵ روز اخیر
بپردیس,بیمه پردیس,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,33,اجتناب,100,65,0,20,2843,20260922,-1.8,11.7,108.5,69.9,1.1,29.2,79.6,62.6,6,0,false,43.3,3.41,above,-8.3,0.66,2381,3101,-1.55,-3.47,0.69,-0.47,0.8,129,22.04,,,2746,2649,3101,3295,1.33,نقدشوندگی پایین | واگرایی منفی RSI | خروج مستمر پول حقیقی | سهم صفی: 6 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (108٪ در ۶۰ روز، 29٪ بالای MA50) | 80٪ بالای MA200 | سرانه خرید ضعیف (0.69) | واگرایی منفی | نقدشوندگی کمتر از ۱۰ میلیارد تومان | آخرین معامله 20260922 (متوقف یا کم‌معامله)
دشیمی,شیمی‌ داروئی‌ داروپخش‌,مواد و محصولات دارویی,32.4,اجتناب,65,40,0.5,19,41040,20260926,-8,-13.2,90.3,51.7,-12.8,4.8,84.2,40.4,2,1,false,49.8,3.91,above,-22.1,1.07,23770,46380,-7.26,-102.91,0.47,-27.39,14.59,2096,19.58,12.91,51.7,39436,37832,46380,51120,1.66,واگرایی منفی RSI | خروج مستمر پول حقیقی | 84٪ بالای MA200 | سرانه خرید ضعیف (0.47) | واگرایی منفی | حد ضرر دور (7.8٪) | صف فروش در ۵ روز اخیر
ثتوسا,س.توسعه و عمران استان اردبیل,انبوه سازی، املاک و مستغلات,32.3,اجتناب,45,30,41.3,10,15370,20260926,-6.8,6.7,5.4,-33.2,-6.4,8.2,-47.9,46.9,7,2,false,30,3.81,above,-76.3,0.57,14880,18100,0.05,2.29,0.81,-2.14,7.12,,,,,14880,14587,18100,21850,3.49,بدون EPS مثبت | سهم صفی: 7 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | عرضه حقوقی به حقیقی (-3 میلیارد تومان در ۲۰ روز) | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
افرا,افرانت,رایانه و فعالیت‌های وابسته به آن,32.2,اجتناب,25,22,52,29,8630,20260926,-9.5,-27.8,-33.7,-72.3,-13.8,-21.3,24.5,25.9,6,0,false,32.3,4.53,below,-38,0.55,6348,10020,0.8,49.73,0.56,-44.02,42.61,605,14.26,8.89,60.5,8239,7848,10020,10240,1.78,سهم صفی: 6 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | عرضه حقوقی به حقیقی (-50 میلیارد تومان در ۲۰ روز) | 183٪ بالای کف ۵۲ هفته | سرانه خرید ضعیف (0.56) | حد ضرر دور (9.1٪)
